ACCURACY,TPR_0,FPR_0,TNR_0,FNR_0,Precision_0,Recall_0,F-measure_0,MCC_0,Kappa_0,TPR_1,FPR_1,TNR_1,FNR_1,Precision_1,Recall_1,F-measure_1,MCC_1,Kappa_1,TPR_W,FPR_W,TNR_W,FNR_W,Precision_W,Recall_W,F-measure_W,MCC_W,Kappa_W,ROC_0,ROC_1,ROC_W,combination_key,description,datetime
0.7762345679012346,0.7816377171215881,0.2988505747126437,0.7011494252873564,0.21836228287841192,0.9732234809474768,0.7816377171215881,0.8669724770642202,0.2787258039110897,0.21273894956451792,0.7011494252873564,0.21836228287841192,0.7816377171215881,0.2988505747126437,0.18769230769230769,0.7011494252873564,0.2961165048543689,0.27872580391108975,0.21273894956451792,0.7762345679012347,0.29344742549229014,0.7065525745077098,0.22376543209876543,0.9204910642243289,0.7762345679012347,0.8286511270779107,0.2787258039110897,0.2127389495645179,0.8209881825009744,0.8209881825009744,0.8209881825009744,m2s3b1,KNN Model - s3b1,2025-04-19 07:28:22
0.8317901234567902,0.8552522746071133,0.4942528735632184,0.5057471264367817,0.1447477253928867,0.9600742804085423,0.8552522746071133,0.9046369203849519,0.24107343107095225,0.21185036404720076,0.5057471264367817,0.1447477253928867,0.8552522746071133,0.4942528735632184,0.2009132420091324,0.5057471264367817,0.28758169934640526,0.24107343107095228,0.21185036404720076,0.8317901234567902,0.47079072241289516,0.5292092775871048,0.16820987654320987,0.9091120810715448,0.8317901234567902,0.863214231935605,0.24107343107095225,0.21185036404720076,0.780648964186228,0.780648964186228,0.780648964186228,m2s3b2,KNN Model - s3b2,2025-04-19 07:29:10
0.7662037037037037,0.7750206782464847,0.3563218390804598,0.6436781609195402,0.22497932175351532,0.9679752066115702,0.7750206782464847,0.8608176389526871,0.24099050571801525,0.18320686900958483,0.6436781609195402,0.22497932175351532,0.7750206782464847,0.3563218390804598,0.17073170731707318,0.6436781609195402,0.26987951807228916,0.24099050571801522,0.18320686900958483,0.7662037037037036,0.3475048645376788,0.6524951354623213,0.2337962962962963,0.9144565457793007,0.7662037037037036,0.8211481817639568,0.24099050571801525,0.18320686900958483,0.7500546666286378,0.7500546666286378,0.7500546666286378,m3s1b1,Decision Tree Model - s1b1,2025-04-19 07:29:28
0.8703703703703703,0.902398676592225,0.5747126436781609,0.42528735632183906,0.09760132340777503,0.9561787905346187,0.902398676592225,0.9285106382978722,0.25270977211919865,0.24047135651045445,0.42528735632183906,0.09760132340777503,0.902398676592225,0.5747126436781609,0.23870967741935484,0.42528735632183906,0.30578512396694213,0.2527097721191987,0.24047135651045445,0.8703703703703702,0.5426843374563062,0.45731566254369366,0.12962962962962965,0.9080153547004922,0.8703703703703702,0.8867073051599161,0.25270977211919865,0.24047135651045443,0.33959385071732123,0.33959385071732123,0.33959385071732123,m3s1b2,Decision Tree Model - s1b2,2025-04-19 07:30:53
0.7091049382716049,0.7129859387923904,0.3448275862068966,0.6551724137931034,0.2870140612076096,0.9663677130044843,0.7129859387923904,0.820561637315564,0.198899790171929,0.1368242527029895,0.6551724137931034,0.2870140612076096,0.7129859387923904,0.3448275862068966,0.14108910891089108,0.6551724137931034,0.2321792260692464,0.19889979017192902,0.1368242527029895,0.7091049382716049,0.34094658568611114,0.6590534143138889,0.290895061728395,0.9109670659704237,0.7091049382716049,0.7810637439680101,0.198899790171929,0.1368242527029895,0.7236625690463288,0.7236625690463288,0.7236625690463288,m3s2b1,Decision Tree Model - s2b1,2025-04-19 07:31:09
0.8634259259259259,0.8966087675765095,0.5977011494252874,0.40229885057471265,0.10339123242349049,0.954225352112676,0.8966087675765095,0.9245202558635395,0.2273843673141779,0.21514205945147014,0.40229885057471265,0.10339123242349049,0.8966087675765095,0.5977011494252874,0.21875,0.40229885057471265,0.2834008097165992,0.22738436731417785,0.21514205945147014,0.8634259259259259,0.5645183077747038,0.43548169222529626,0.13657407407407407,0.9048531641236306,0.8634259259259259,0.8814821448953422,0.2273843673141779,0.21514205945147014,0.35233355199984795,0.35233355199984795,0.35233355199984795,m3s2b2,Decision Tree Model - s2b2,2025-04-19 07:32:39
0.7052469135802469,0.7038875103391232,0.27586206896551724,0.7241379310344828,0.2961124896608768,0.9725714285714285,0.7038875103391232,0.8166986564299423,0.22871638919784254,0.1538879602949171,0.7241379310344828,0.2961124896608768,0.7038875103391232,0.27586206896551724,0.1496437054631829,0.7241379310344828,0.24803149606299213,0.22871638919784254,0.1538879602949171,0.7052469135802469,0.2772214722066409,0.722778527793359,0.2947530864197531,0.9173285953072176,0.7052469135802469,0.7785242405719758,0.22871638919784254,0.1538879602949171,0.7639732656417861,0.7639732656417861,0.7639732656417861,m3s3b1,Decision Tree Model - s3b1,2025-04-19 07:32:56
0.8657407407407407,0.8866832092638545,0.42528735632183906,0.5747126436781609,0.11331679073614558,0.9666366095581606,0.8866832092638545,0.9249352890422778,0.32859419521384714,0.30090586112609524,0.5747126436781609,0.11331679073614558,0.8866832092638545,0.42528735632183906,0.26737967914438504,0.5747126436781609,0.3649635036496351,0.3285941952138471,0.30090586112609524,0.8657407407407407,0.40434488779872535,0.5956551122012745,0.13425925925925924,0.919695750803532,0.8657407407407407,0.8873445904858273,0.32859419521384714,0.30090586112609524,0.6665050435906944,0.6665050435906944,0.6665050435906944,m3s3b2,Decision Tree Model - s3b2,2025-04-19 07:35:02
0.7669753086419753,0.7650951199338296,0.20689655172413793,0.7931034482758621,0.23490488006617039,0.9809119830328739,0.7650951199338296,0.8596654275092938,0.3137749693726247,0.2307819298845562,0.7931034482758621,0.23490488006617039,0.7650951199338296,0.20689655172413793,0.1954674220963173,0.7931034482758621,0.31363636363636366,0.3137749693726247,0.2307819298845562,0.7669753086419753,0.20877674043228361,0.7912232595677163,0.2330246913580247,0.9281853805625957,0.7669753086419753,0.8230106986844906,0.3137749693726247,0.2307819298845562,0.8521053782455302,0.8521053782455302,0.8521053782455302,m4s1b1,Random Forest Model - s1b1,2025-04-19 07:35:35
0.9390432098765432,0.9809760132340778,0.6436781609195402,0.3563218390804598,0.01902398676592225,0.9549114331723028,0.9809760132340778,0.9677682578539373,0.4224046347990504,0.4093457943925233,0.3563218390804598,0.01902398676592225,0.9809760132340778,0.6436781609195402,0.5740740740740741,0.3563218390804598,0.4397163120567376,0.4224046347990504,0.4093457943925233,0.9390432098765433,0.6017453575620058,0.39825464243799436,0.0609567901234568,0.9293459623069124,0.9390432098765433,0.9323203263073659,0.4224046347990503,0.4093457943925233,0.8486542502115354,0.8486542502115354,0.8486542502115354,m4s1b2,Random Forest Model - s1b2,2025-04-19 07:41:15
0.8202160493827161,0.8254755996691481,0.25287356321839083,0.7471264367816092,0.17452440033085195,0.9784313725490196,0.8254755996691481,0.8954688200986989,0.35000241266653215,0.285154252599284,0.7471264367816092,0.17452440033085195,0.8254755996691481,0.25287356321839083,0.23550724637681159,0.7471264367816092,0.35812672176308535,0.35000241266653215,0.285154252599284,0.820216049382716,0.2476140129319588,0.7523859870680412,0.17978395061728394,0.9285591511161629,0.820216049382716,0.8593972440530211,0.35000241266653215,0.285154252599284,0.8638705874523382,0.8638705874523382,0.8638705874523382,m4s2b1,Random Forest Model - s2b1,2025-04-19 07:41:48
0.9405864197530864,0.9826302729528535,0.6436781609195402,0.3563218390804598,0.017369727047146403,0.954983922829582,0.9826302729528535,0.9686098654708519,0.4322144268974155,0.4167484920746251,0.3563218390804598,0.017369727047146403,0.9826302729528535,0.6436781609195402,0.5961538461538461,0.3563218390804598,0.4460431654676259,0.4322144268974155,0.4167484920746251,0.9405864197530864,0.6016343077197731,0.39836569228022695,0.05941358024691358,0.9308957926823682,0.9405864197530864,0.9335301564428576,0.4322144268974155,0.4167484920746251,0.8711578867307452,0.8711578867307452,0.8711578867307452,m4s2b2,Random Forest Model - s2b2,2025-04-19 07:45:32
0.841820987654321,0.8494623655913979,0.26436781609195403,0.735632183908046,0.15053763440860216,0.9780952380952381,0.8494623655913979,0.9092518813634353,0.37336759821443805,0.3166033892027038,0.735632183908046,0.15053763440860216,0.8494623655913979,0.26436781609195403,0.2601626016260163,0.735632183908046,0.38438438438438444,0.37336759821443805,0.3166033892027038,0.841820987654321,0.25672643815487717,0.7432735618451228,0.15817901234567902,0.9299006861100357,0.841820987654321,0.8740177206866009,0.37336759821443805,0.3166033892027038,0.8560794044665031,0.8560794044665031,0.8560794044665031,m4s3b1,Random Forest Model - s3b1,2025-04-19 07:46:08
0.9313271604938271,0.9842845326716294,0.8045977011494253,0.19540229885057472,0.015715467328370553,0.9444444444444444,0.9842845326716294,0.9639530174159578,0.2736229397076417,0.24682651622002813,0.19540229885057472,0.015715467328370553,0.9842845326716294,0.8045977011494253,0.4722222222222222,0.19540229885057472,0.2764227642276423,0.2736229397076417,0.24682651622002813,0.9313271604938271,0.751640328971623,0.24835967102837703,0.06867283950617284,0.9127443415637859,0.9313271604938271,0.9177993661602607,0.2736229397076417,0.24682651622002813,0.8525141895553463,0.8525141895553463,0.8525141895553463,m4s3b2,Random Forest Model - s3b2,2025-04-19 07:56:01
0.7114197530864198,0.7105045492142267,0.27586206896551724,0.7241379310344828,0.2894954507857734,0.9728199320498301,0.7105045492142267,0.8212237093690249,0.23342618350344865,0.15870156108432398,0.7241379310344828,0.2894954507857734,0.7105045492142267,0.27586206896551724,0.15254237288135594,0.7241379310344828,0.252,0.23342618350344874,0.15870156108432398,0.7114197530864198,0.2767772728377103,0.7232227271622896,0.28858024691358025,0.9177550033093538,0.7114197530864198,0.7830119325826783,0.23342618350344865,0.15870156108432398,0.7942633315269576,0.7942633315269576,0.7942633315269576,m5s1b1,Support Vector Machine Model - s1b1,2025-04-19 07:56:05
0.9027777777777778,0.9495450785773366,0.7471264367816092,0.25287356321839083,0.050454921422663356,0.9464138499587799,0.9495450785773366,0.9479768786127167,0.20689682998911804,0.2068312301460085,0.25287356321839083,0.050454921422663356,0.9495450785773366,0.7471264367816092,0.26506024096385544,0.25287356321839083,0.2588235294117647,0.20689682998911804,0.2068312301460085,0.9027777777777777,0.7003591359820502,0.29964086401794965,0.09722222222222221,0.9006748345401391,0.9027777777777777,0.901714269522838,0.20689682998911804,0.2068312301460085,0.7104379985358861,0.7104379985358861,0.7104379985358861,m5s1b2,Support Vector Machine Model - s1b2,2025-04-19 07:58:05
0.7121913580246914,0.7030603804797353,0.16091954022988506,0.8390804597701149,0.2969396195202647,0.9837962962962963,0.7030603804797353,0.8200675349734684,0.28779692982370286,0.19088937093275482,0.8390804597701149,0.2969396195202647,0.7030603804797353,0.16091954022988506,0.16898148148148148,0.8390804597701149,0.2813102119460501,0.2877969298237028,0.19088937093275482,0.7121913580246912,0.1700505177748411,0.829949482225159,0.28780864197530864,0.9290980795610425,0.7121913580246912,0.7839009554183871,0.28779692982370286,0.19088937093275482,0.8399598794482026,0.8399598794482026,0.8399598794482026,m5s2b1,Support Vector Machine Model - s2b1,2025-04-19 07:58:09
0.8935185185185185,0.9354838709677419,0.6896551724137931,0.3103448275862069,0.06451612903225806,0.9496221662468514,0.9354838709677419,0.9425,0.22545238212617946,0.2242954172847213,0.3103448275862069,0.06451612903225806,0.9354838709677419,0.6896551724137931,0.2571428571428571,0.3103448275862069,0.28125,0.22545238212617946,0.2242954172847213,0.8935185185185185,0.6476898199645698,0.35231018003543035,0.10648148148148148,0.9031362867005185,0.8935185185185185,0.8981105324074075,0.22545238212617946,0.2242954172847213,0.7351187929608424,0.7351187929608424,0.7351187929608424,m5s2b2,Support Vector Machine Model - s2b2,2025-04-19 08:00:37
0.7121913580246914,0.7030603804797353,0.16091954022988506,0.8390804597701149,0.2969396195202647,0.9837962962962963,0.7030603804797353,0.8200675349734684,0.28779692982370286,0.19088937093275482,0.8390804597701149,0.2969396195202647,0.7030603804797353,0.16091954022988506,0.16898148148148148,0.8390804597701149,0.2813102119460501,0.2877969298237028,0.19088937093275482,0.7121913580246912,0.1700505177748411,0.829949482225159,0.28780864197530864,0.9290980795610425,0.7121913580246912,0.7839009554183871,0.28779692982370286,0.19088937093275482,0.8399598794482026,0.8399598794482026,0.8399598794482026,m5s3b1,Support Vector Machine Model - s3b1,2025-04-19 08:00:41
0.8935185185185185,0.9354838709677419,0.6896551724137931,0.3103448275862069,0.06451612903225806,0.9496221662468514,0.9354838709677419,0.9425,0.22545238212617946,0.2242954172847213,0.3103448275862069,0.06451612903225806,0.9354838709677419,0.6896551724137931,0.2571428571428571,0.3103448275862069,0.28125,0.22545238212617946,0.2242954172847213,0.8935185185185185,0.6476898199645698,0.35231018003543035,0.10648148148148148,0.9031362867005185,0.8935185185185185,0.8981105324074075,0.22545238212617946,0.2242954172847213,0.7351187929608424,0.7351187929608424,0.7351187929608424,m5s3b2,Support Vector Machine Model - s3b2,2025-04-19 08:03:08
0.7885802469135802,0.794044665012407,0.28735632183908044,0.7126436781609196,0.20595533498759305,0.9746192893401016,0.794044665012407,0.8751139471285323,0.2969035429363536,0.23086719775435693,0.7126436781609196,0.20595533498759305,0.794044665012407,0.28735632183908044,0.19935691318327975,0.7126436781609196,0.31155778894472363,0.29690354293635357,0.23086719775435693,0.7885802469135803,0.2818919037402537,0.7181080962597463,0.21141975308641975,0.9225762131629075,0.7885802469135803,0.8372826309541562,0.2969035429363536,0.2308671977543569,0.8256847589439346,0.8256847589439346,0.8256847589439346,m6s1b1,Gradient Boosting Model - s1b1,2025-04-19 08:03:33
0.9189814814814815,0.9578163771712159,0.6206896551724138,0.3793103448275862,0.04218362282878412,0.9554455445544554,0.9578163771712159,0.9566294919454772,0.3426691454894145,0.34260869565217394,0.3793103448275862,0.04218362282878412,0.9578163771712159,0.6206896551724138,0.39285714285714285,0.3793103448275862,0.3859649122807017,0.3426691454894145,0.34260869565217394,0.9189814814814814,0.5818547594826794,0.4181452405173206,0.08101851851851852,0.9176791935145895,0.9189814814814814,0.9183209900698326,0.3426691454894145,0.34260869565217394,0.8067891199148185,0.8067891199148185,0.8067891199148185,m6s1b2,Gradient Boosting Model - s1b2,2025-04-19 08:14:16
0.7361111111111112,0.7311827956989247,0.19540229885057472,0.8045977011494253,0.26881720430107525,0.9811320754716981,0.7311827956989247,0.8379146919431281,0.2912719974545848,0.20273697615938382,0.8045977011494253,0.26881720430107525,0.7311827956989247,0.19540229885057472,0.17721518987341772,0.8045977011494253,0.2904564315352697,0.2912719974545848,0.20273697615938382,0.7361111111111112,0.2003306142627611,0.7996693857372389,0.2638888888888889,0.9271654326884802,0.7361111111111112,0.8011640216842671,0.2912719974545848,0.2027369761593838,0.8300438283753062,0.8300438283753062,0.8300438283753062,m6s2b1,Gradient Boosting Model - s2b1,2025-04-19 08:14:34
0.9212962962962963,0.9594706368899917,0.6091954022988506,0.39080459770114945,0.04052936311000827,0.9563066776586975,0.9594706368899917,0.9578860445912468,0.3580245130472536,0.35791099583248287,0.39080459770114945,0.04052936311000827,0.9594706368899917,0.6091954022988506,0.40963855421686746,0.39080459770114945,0.4,0.3580245130472536,0.35791099583248287,0.9212962962962963,0.5710210617051552,0.4289789382948449,0.07870370370370372,0.9196090490017228,0.9212962962962963,0.9204353610422974,0.3580245130472536,0.35791099583248287,0.8301008718138846,0.8301008718138846,0.8301008718138846,m6s2b2,Gradient Boosting Model - s2b2,2025-04-19 08:27:29
0.7361111111111112,0.7311827956989247,0.19540229885057472,0.8045977011494253,0.26881720430107525,0.9811320754716981,0.7311827956989247,0.8379146919431281,0.2912719974545848,0.20273697615938382,0.8045977011494253,0.26881720430107525,0.7311827956989247,0.19540229885057472,0.17721518987341772,0.8045977011494253,0.2904564315352697,0.2912719974545848,0.20273697615938382,0.7361111111111112,0.2003306142627611,0.7996693857372389,0.2638888888888889,0.9271654326884802,0.7361111111111112,0.8011640216842671,0.2912719974545848,0.2027369761593838,0.8300153066560172,0.8300153066560172,0.8300153066560172,m6s3b1,Gradient Boosting Model - s3b1,2025-04-19 08:28:44
0.9212962962962963,0.9594706368899917,0.6091954022988506,0.39080459770114945,0.04052936311000827,0.9563066776586975,0.9594706368899917,0.9578860445912468,0.3580245130472536,0.35791099583248287,0.39080459770114945,0.04052936311000827,0.9594706368899917,0.6091954022988506,0.40963855421686746,0.39080459770114945,0.4,0.3580245130472536,0.35791099583248287,0.9212962962962963,0.5710210617051552,0.4289789382948449,0.07870370370370372,0.9196090490017228,0.9212962962962963,0.9204353610422974,0.3580245130472536,0.35791099583248287,0.8301008718138846,0.8301008718138846,0.8301008718138846,m6s3b2,Gradient Boosting Model - s3b2,2025-04-19 08:41:32
0.808641975308642,0.8122415219189413,0.2413793103448276,0.7586206896551724,0.18775847808105872,0.9790628115653041,0.8122415219189413,0.8878842676311031,0.34152287339164056,0.2720057622005086,0.7586206896551724,0.18775847808105872,0.8122415219189413,0.2413793103448276,0.22525597269624573,0.7586206896551724,0.34736842105263155,0.34152287339164056,0.2720057622005086,0.808641975308642,0.23777976373452828,0.7622202362654716,0.19135802469135804,0.9284600376597423,0.808641975308642,0.8515996390413445,0.34152287339164056,0.2720057622005086,0.8423604574883746,0.8423604574883746,0.8423604574883746,m6s4b3,Gradient Boosting Model - s4b3,2025-04-19 08:42:25
0.7824074074074074,0.7849462365591398,0.25287356321839083,0.7471264367816092,0.21505376344086022,0.9773429454170958,0.7849462365591398,0.8706422018348624,0.30717964624336136,0.23445649578342787,0.7471264367816092,0.21505376344086022,0.7849462365591398,0.25287356321839083,0.2,0.7471264367816092,0.3155339805825243,0.3071796462433614,0.23445649578342787,0.7824074074074074,0.25033473406665846,0.7496652659333415,0.2175925925925926,0.9251602013960407,0.7824074074074074,0.8333779925378304,0.30717964624336136,0.23445649578342787,0.8474183090423333,0.8474183090423333,0.8474183090423333,m6s2b3,Gradient Boosting Model - s2b3,2025-04-19 08:42:32
